date,pair,open,high,low,close,daily_return,vol_7d,vol_30d,vol_7d_annualized,vol_30d_annualized
2023-01-03,USDEGP,30.4812,30.5486,30.3962,30.437224241834127,,,,,
2023-01-04,USDEGP,30.1865,30.2276,30.0607,30.21410248260819,-0.0073305554229635694,,,,
2023-01-05,USDEGP,30.1834,30.223,30.1328,30.21972040591552,0.00018593712358527803,,,,
2023-01-06,USDEGP,30.4435,30.4759,30.3348,30.47331123324789,0.008391567622933138,,,,
2023-01-09,USDEGP,30.6222,30.67,30.5968,30.648722654160927,0.005756231069554918,,,,
2023-01-10,USDEGP,31.0649,31.2233,31.0047,31.14314922756221,0.01613204501147969,,,,
2023-01-11,USDEGP,31.3379,31.4317,31.327,31.34017117702461,0.006326333538807072,,,,
2023-01-12,USDEGP,31.1459,31.1985,31.1197,31.18464119383805,-0.00496263987545098,0.008128908822908518,,0.12904242705440838,
2023-01-13,USDEGP,31.4421,31.4582,31.2964,31.43179095308525,0.007925368058941729,0.006652237548923466,,0.10560099729946415,
2023-01-16,USDEGP,31.4144,31.4993,31.284,31.373685991322,-0.0018486048679179357,0.006969151257445704,,0.11063184645836648,
2023-01-17,USDEGP,31.5394,31.6005,31.3923,31.50566519883884,0.004206684785247994,0.0068470401477444,,0.10869339268683981,
2023-01-18,USDEGP,31.5306,31.6295,31.5152,31.517430738283387,0.0003734420260703697,0.007020603774354078,,0.11144862984277389,
2023-01-19,USDEGP,31.2778,31.3062,31.2232,31.267694163353664,-0.007923760569302218,0.005903431463936057,,0.09371406921293267,
2023-01-20,USDEGP,31.1488,31.2007,31.121,31.15446373733465,-0.0036213231915170896,0.005472688102094624,,0.08687623032698663,
2023-01-23,USDEGP,31.4775,31.5627,31.3911,31.4505825642602,0.009504860344320187,0.0063206023168749315,,0.10033645119953843,
2023-01-24,USDEGP,31.649,31.7331,31.6187,31.667,0.006881190047835162,0.006146195409104633,,0.09756782737018652,
2023-01-25,USDEGP,31.4162,31.5025,31.3073,31.48079737798757,-0.005880020905435601,0.006635913627170304,,0.10534186307518328,
2023-01-26,USDEGP,31.4788,31.4973,31.4305,31.43266735437722,-0.0015288692669520598,0.006454413112065109,,0.10246063172039248,
2023-01-27,USDEGP,31.1674,31.2342,31.1363,31.206392353834364,-0.0071987209355093285,0.006936618010862123,,0.11011539717955629,
2023-01-30,USDEGP,31.6103,31.7446,31.501,31.65166878830672,0.014268757164352053,0.008377357920128451,,0.1329864342026231,
2023-01-31,USDEGP,31.974,32.1492,31.9236,32.011564043918625,0.011370498598951118,0.00867873345203392,,0.13777062245459318,
2023-02-01,USDEGP,31.8287,31.8859,31.8177,31.878945867988985,-0.0041428208802197775,0.008746861050195263,,0.13885211454752353,
2023-02-02,USDEGP,32.4026,32.5087,32.3219,32.362823536331575,0.015178596881664008,0.009996706242928486,,0.15869279189133373,
2023-02-03,USDEGP,32.8087,32.8527,32.7929,32.81813442951701,0.014068948362131906,0.009834768701195368,,0.1561221131112279,
2023-02-07,USDEGP,32.4732,32.5105,32.4458,32.494475387907684,-0.00986220110422309,0.011294393861056407,,0.17929294419341912,
2023-02-08,USDEGP,32.3443,32.3586,32.2935,32.354175431447494,-0.004317655687169575,0.010826573604323196,,0.17186652784785234,
2023-02-10,USDEGP,31.7568,31.8157,31.6884,31.7406,-0.018964335306506208,0.013220831919740102,,0.2098742003101018,
2023-02-13,USDEGP,31.8823,31.9102,31.8599,31.91006002997229,0.005338904430675084,0.012573128014296065,,0.1995922195680405,
2023-02-14,USDEGP,32.3676,32.3843,32.2881,32.34544994537276,0.013644283808664781,0.013453821319886358,,0.21357279237550844,
2023-02-15,USDEGP,32.7616,32.7875,32.6819,32.748127220772616,0.012449271105516191,0.01304688224772221,,0.20711283487329823,
2023-02-17,USDEGP,32.7692,32.888,32.7157,32.79251739191443,0.001355502586225965,0.011881534453373336,0.008910708334270222,0.18861351214482966,0.14145310954745768
2023-02-20,USDEGP,32.6619,32.7282,32.5401,32.656406008080666,-0.004150684200516008,0.011276165493013357,0.008807737577972456,0.17900357782152831,0.13981849946660094
2023-02-22,USDEGP,32.6826,32.7502,32.632,32.67239453399486,0.0004895984545953969,0.01105932583894825,0.008805003765908766,0.175561355027327,0.13977510154549067
